Launching kernel...
kernel id: 59
SM id: 7
start time: 4804
stop time: 4888
elapsed time: 84

Block index: 2
kernel id: 59
SM id: 14
start time: 4804
stop time: 4882
elapsed time: 78

Block index: 3
kernel id: 59
SM id: 14
start time: 4804
stop time: 4908
elapsed time: 104

Block index: 4
kernel id: 59
SM id: 10
start time: 4804
stop time: 4886
elapsed time: 82

Block index: 5
kernel id: 59
SM id: 8
start time: 4804
stop time: 4885
elapsed time: 81

Block index: 6
kernel id: 59
SM id: 11
start time: 4804
stop time: 4885
elapsed time: 81

Block index: 7
kernel id: 59
SM id: 13
start time: 4804
stop time: 4888
elapsed time: 84

Block index: 8
kernel id: 59
SM id: 8
start time: 4804
stop time: 4888
elapsed time: 84

Block index: 9
kernel id: 59
SM id: 4
start time: 4804
stop time: 4906
elapsed time: 102

Block index: 10
kernel id: 59
SM id: 4
start time: 4804
stop time: 4886
elapsed time: 82

Block index: 11
kernel id: 59
SM id: 2
start time: 4805
stop time: 4909
elapsed time: 104

Block index: 12
kernel id: 59
SM id: 8
start time: 4805
stop time: 4888
elapsed time: 83

Block index: 13
kernel id: 59
SM id: 2
start time: 4805
stop time: 4903
elapsed time: 98

Block index: 14
kernel id: 59
SM id: 13
start time: 4805
stop time: 4888
elapsed time: 83

=========================================
Block index: 0
kernel id: 60
SM id: 3
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 1
kernel id: 60
SM id: 10
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 2
kernel id: 60
SM id: 11
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 3
kernel id: 60
SM id: 12
start time: 4811
stop time: 4909
elapsed time: 98

Block index: 4
kernel id: 60
SM id: 14
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 5
kernel id: 60
SM id: 0
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 6
kernel id: 60
SM id: 1
start time: 4811
stop time: 4909
elapsed time: 98

Block index: 7
kernel id: 60
SM id: 2
start time: 4811
stop time: 4899
elapsed time: 88

Block index: 8
kernel id: 60
SM id: 3
start time: 4811
stop time: 4900
elapsed time: 89

Block index: 9
kernel id: 60
SM id: 4
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 10
kernel id: 60
SM id: 5
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 11
kernel id: 60
SM id: 7
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 12
kernel id: 60
SM id: 8
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 13
kernel id: 60
SM id: 9
start time: 4811
stop time: 4890
elapsed time: 79

Block index: 14
kernel id: 60
SM id: 10
start time: 4811
stop time: 4899
elapsed time: 88

=========================================
Block index: 0
kernel id: 61
SM id: 5
start time: 4811
stop time: 4900
elapsed time: 89

Block index: 1
kernel id: 61
SM id: 11
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 2
kernel id: 61
SM id: 12
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 3
kernel id: 61
SM id: 14
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 4
kernel id: 61
SM id: 0
start time: 4811
stop time: 4890
elapsed time: 79

Block index: 5
kernel id: 61
SM id: 1
start time: 4811
stop time: 4900
elapsed time: 89

Block index: 6
kernel id: 61
SM id: 2
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 7
kernel id: 61
SM id: 3
start time: 4811
stop time: 4890
elapsed time: 79

Block index: 8
kernel id: 61
SM id: 4
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 9
kernel id: 61
SM id: 5
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 10
kernel id: 61
SM id: 7
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 11
kernel id: 61
SM id: 8
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 12
kernel id: 61
SM id: 9
start time: 4811
stop time: 4890
elapsed time: 79

Block index: 13
kernel id: 61
SM id: 10
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 14
kernel id: 61
SM id: 11
start time: 4811
stop time: 4889
elapsed time: 78

=========================================
Block index: 0
kernel id: 62
SM id: 1
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 1
kernel id: 62
SM id: 9
start time: 4811
stop time: 4890
elapsed time: 79

Block index: 2
kernel id: 62
SM id: 10
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 3
kernel id: 62
SM id: 13
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 4
kernel id: 62
SM id: 0
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 5
kernel id: 62
SM id: 1
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 6
kernel id: 62
SM id: 2
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 7
kernel id: 62
SM id: 3
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 8
kernel id: 62
SM id: 4
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 9
kernel id: 62
SM id: 5
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 10
kernel id: 62
SM id: 7
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 11
kernel id: 62
SM id: 8
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 12
kernel id: 62
SM id: 9
start time: 4811
stop time: 4890
elapsed time: 79

Block index: 13
kernel id: 62
SM id: 10
start time: 4811
stop time: 4900
elapsed time: 89

Block index: 14
kernel id: 62
SM id: 11
start time: 4811
stop time: 4889
elapsed time: 78

=========================================
Block index: 0
kernel id: 63
SM id: 12
start time: 4811
stop time: 4890
elapsed time: 79

Block index: 1
kernel id: 63
SM id: 14
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 2
kernel id: 63
SM id: 0
start time: 4811
stop time: 4890
elapsed time: 79

Block index: 3
kernel id: 63
SM id: 1
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 4
kernel id: 63
SM id: 2
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 5
kernel id: 63
SM id: 3
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 6
kernel id: 63
SM id: 4
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 7
kernel id: 63
SM id: 5
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 8
kernel id: 63
SM id: 7
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 9
kernel id: 63
SM id: 8
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 10
kernel id: 63
SM id: 9
start time: 4811
stop time: 4890
elapsed time: 79

Block index: 11
kernel id: 63
SM id: 10
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 12
kernel id: 63
SM id: 11
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 13
kernel id: 63
SM id: 12
start time: 4811
stop time: 4890
elapsed time: 79

Block index: 14
kernel id: 63
SM id: 14
start time: 4811
stop time: 4910
elapsed time: 99

=========================================
Block index: 0
kernel id: 64
SM id: 13
start time: 4812
stop time: 4889
elapsed time: 77

Block index: 1
kernel id: 64
SM id: 12
start time: 4812
stop time: 4910
elapsed time: 98

Block index: 2
kernel id: 64
SM id: 13
start time: 4812
stop time: 4889
elapsed time: 77

Block index: 3
kernel id: 64
SM id: 6
start time: 4812
stop time: 4869
elapsed time: 57

Block index: 4
kernel id: 64
SM id: 7
start time: 4812
stop time: 4889
elapsed time: 77

Block index: 5
kernel id: 64
SM id: 8
start time: 4812
stop time: 4889
elapsed time: 77

Block index: 6
kernel id: 64
SM id: 12
start time: 4812
stop time: 4910
elapsed time: 98

Block index: 7
kernel id: 64
SM id: 13
start time: 4812
stop time: 4889
elapsed time: 77

Block index: 8
kernel id: 64
SM id: 14
start time: 4812
stop time: 4910
elapsed time: 98

Block index: 9
kernel id: 64
SM id: 0
start time: 4812
stop time: 4910
elapsed time: 98

Block index: 10
kernel id: 64
SM id: 1
start time: 4812
stop time: 4900
elapsed time: 88

Block index: 11
kernel id: 64
SM id: 2
start time: 4812
stop time: 4900
elapsed time: 88

Block index: 12
kernel id: 64
SM id: 3
start time: 4812
stop time: 4900
elapsed time: 88

Block index: 13
kernel id: 64
SM id: 4
start time: 4812
stop time: 4910
elapsed time: 98

Block index: 14
kernel id: 64
SM id: 5
start time: 4812
stop time: 4899
elapsed time: 87

